current date,sale_id,product_id,product_name,product_price
2025-05-12,263,P002,Laptop Backpack,$60
2025-05-12,264,P008,HDMI Cable,$15
2025-05-12,265,P010,External Hard Drive,$100
2025-05-12,266,P008,HDMI Cable,$15
2025-05-12,267,P003,Bluetooth Speaker,$50
2025-05-12,268,P003,Bluetooth Speaker,$50
2025-05-12,269,P001,Wireless Headphones,$100
2025-05-12,270,P001,Wireless Headphones,$100
2025-05-12,271,P001,Wireless Headphones,$100
2025-05-12,272,P001,Wireless Headphones,$100
2025-05-12,273,P006,Wireless Mouse,$30
2025-05-12,274,P001,Wireless Headphones,$100
2025-05-12,275,P003,Bluetooth Speaker,$50
2025-05-12,276,P010,External Hard Drive,$100
2025-05-12,277,P001,Wireless Headphones,$100
2025-05-12,278,P004,USB Flash Drive,$20
2025-05-12,279,P003,Bluetooth Speaker,$50
2025-05-12,280,P004,USB Flash Drive,$20
2025-05-12,281,P002,Laptop Backpack,$60
2025-05-12,282,P003,Bluetooth Speaker,$50
2025-05-12,283,P008,HDMI Cable,$15
2025-05-12,284,P001,Wireless Headphones,$100
2025-05-12,285,P004,USB Flash Drive,$20
2025-05-12,286,P007,Laptop Stand,$40
2025-05-12,287,P010,External Hard Drive,$100
2025-05-12,288,P007,Laptop Stand,$40
2025-05-12,289,P001,Wireless Headphones,$100
2025-05-12,290,P001,Wireless Headphones,$100
2025-05-12,291,P001,Wireless Headphones,$100
2025-05-12,292,P003,Bluetooth Speaker,$50
2025-05-12,293,P004,USB Flash Drive,$20
2025-05-12,294,P010,External Hard Drive,$100
2025-05-12,295,P003,Bluetooth Speaker,$50
2025-05-12,296,P001,Wireless Headphones,$100
2025-05-12,297,P003,Bluetooth Speaker,$50
2025-05-12,298,P003,Bluetooth Speaker,$50
2025-05-12,299,P001,Wireless Headphones,$100
2025-05-12,300,P008,HDMI Cable,$15
2025-05-12,301,P009,Smartphone,$600
2025-05-12,302,P006,Wireless Mouse,$30
2025-05-12,303,P007,Laptop Stand,$40
2025-05-12,304,P008,HDMI Cable,$15
2025-05-12,305,P010,External Hard Drive,$100
2025-05-12,306,P009,Smartphone,$600
2025-05-12,307,P003,Bluetooth Speaker,$50
2025-05-12,308,P009,Smartphone,$600
2025-05-12,309,P004,USB Flash Drive,$20
2025-05-12,310,P006,Wireless Mouse,$30
2025-05-12,311,P003,Bluetooth Speaker,$50
2025-05-12,312,P007,Laptop Stand,$40
2025-05-12,313,P001,Wireless Headphones,$100
2025-05-12,314,P003,Bluetooth Speaker,$50
2025-05-12,315,P003,Bluetooth Speaker,$50
2025-05-12,316,P002,Laptop Backpack,$60
2025-05-12,317,P001,Wireless Headphones,$100
2025-05-12,318,P008,HDMI Cable,$15
2025-05-12,319,P003,Bluetooth Speaker,$50
2025-05-12,320,P006,Wireless Mouse,$30
2025-05-12,321,P002,Laptop Backpack,$60
2025-05-12,322,P003,Bluetooth Speaker,$50
2025-05-12,323,P002,Laptop Backpack,$60
2025-05-12,324,P001,Wireless Headphones,$100
2025-05-12,325,P010,External Hard Drive,$100
2025-05-12,326,P003,Bluetooth Speaker,$50
2025-05-12,327,P002,Laptop Backpack,$60
2025-05-12,328,P008,HDMI Cable,$15
2025-05-12,329,P006,Wireless Mouse,$30
2025-05-12,330,P004,USB Flash Drive,$20
2025-05-12,331,P001,Wireless Headphones,$100
2025-05-12,332,P001,Wireless Headphones,$100
2025-05-12,333,P008,HDMI Cable,$15
2025-05-12,334,P009,Smartphone,$600
2025-05-12,335,P006,Wireless Mouse,$30
2025-05-12,336,P006,Wireless Mouse,$30
2025-05-12,337,P010,External Hard Drive,$100
2025-05-12,338,P007,Laptop Stand,$40
2025-05-12,339,P004,USB Flash Drive,$20
2025-05-12,340,P008,HDMI Cable,$15
2025-05-12,341,P010,External Hard Drive,$100
2025-05-12,342,P002,Laptop Backpack,$60
2025-05-12,343,P010,External Hard Drive,$100
2025-05-12,344,P007,Laptop Stand,$40
2025-05-12,345,P010,External Hard Drive,$100
2025-05-12,346,P003,Bluetooth Speaker,$50
2025-05-12,347,P002,Laptop Backpack,$60
2025-05-12,348,P005,Mobile Phone Case,$15
2025-05-12,349,P010,External Hard Drive,$100
2025-05-12,350,P001,Wireless Headphones,$100
2025-05-12,351,P006,Wireless Mouse,$30
2025-05-12,352,P001,Wireless Headphones,$100
2025-05-12,353,P008,HDMI Cable,$15
2025-05-12,354,P001,Wireless Headphones,$100
2025-05-12,355,P006,Wireless Mouse,$30
2025-05-12,356,P008,HDMI Cable,$15
2025-05-12,357,P006,Wireless Mouse,$30
2025-05-12,358,P002,Laptop Backpack,$60
2025-05-12,359,P008,HDMI Cable,$15
2025-05-12,360,P002,Laptop Backpack,$60
2025-05-12,361,P008,HDMI Cable,$15
2025-05-12,362,P006,Wireless Mouse,$30
2025-05-12,363,P004,USB Flash Drive,$20
2025-05-12,364,P008,HDMI Cable,$15
2025-05-12,365,P004,USB Flash Drive,$20
2025-05-12,366,P006,Wireless Mouse,$30
2025-05-12,367,P001,Wireless Headphones,$100
2025-05-12,368,P006,Wireless Mouse,$30
2025-05-12,369,P004,USB Flash Drive,$20
2025-05-12,370,P001,Wireless Headphones,$100
2025-05-12,371,P004,USB Flash Drive,$20
2025-05-12,372,P008,HDMI Cable,$15
2025-05-12,373,P005,Mobile Phone Case,$15
2025-05-12,374,P002,Laptop Backpack,$60
2025-05-12,375,P009,Smartphone,$600
2025-05-12,376,P010,External Hard Drive,$100
2025-05-12,377,P004,USB Flash Drive,$20
2025-05-12,378,P004,USB Flash Drive,$20
2025-05-12,379,P001,Wireless Headphones,$100
2025-05-12,380,P006,Wireless Mouse,$30
2025-05-12,381,P005,Mobile Phone Case,$15
2025-05-12,382,P001,Wireless Headphones,$100
2025-05-12,383,P006,Wireless Mouse,$30
2025-05-12,384,P003,Bluetooth Speaker,$50
2025-05-12,385,P008,HDMI Cable,$15
2025-05-12,386,P001,Wireless Headphones,$100
2025-05-12,387,P006,Wireless Mouse,$30
2025-05-12,388,P003,Bluetooth Speaker,$50
2025-05-12,389,P001,Wireless Headphones,$100
2025-05-12,390,P002,Laptop Backpack,$60
2025-05-12,391,P007,Laptop Stand,$40
2025-05-12,392,P006,Wireless Mouse,$30
2025-05-12,393,P009,Smartphone,$600
2025-05-12,394,P001,Wireless Headphones,$100
2025-05-12,395,P007,Laptop Stand,$40
2025-05-12,396,P004,USB Flash Drive,$20
2025-05-12,397,P004,USB Flash Drive,$20
2025-05-12,398,P001,Wireless Headphones,$100
2025-05-12,399,P008,HDMI Cable,$15
2025-05-12,400,P006,Wireless Mouse,$30
2025-05-12,401,P003,Bluetooth Speaker,$50
2025-05-12,402,P004,USB Flash Drive,$20
2025-05-12,403,P010,External Hard Drive,$100
2025-05-12,404,P002,Laptop Backpack,$60
2025-05-12,405,P001,Wireless Headphones,$100
2025-05-12,406,P008,HDMI Cable,$15
2025-05-12,407,P010,External Hard Drive,$100
2025-05-12,408,P004,USB Flash Drive,$20
2025-05-12,409,P001,Wireless Headphones,$100
2025-05-12,410,P004,USB Flash Drive,$20
2025-05-12,411,P006,Wireless Mouse,$30
2025-05-12,412,P002,Laptop Backpack,$60
2025-05-12,413,P007,Laptop Stand,$40
2025-05-12,414,P003,Bluetooth Speaker,$50
2025-05-12,415,P003,Bluetooth Speaker,$50
2025-05-12,416,P004,USB Flash Drive,$20
2025-05-12,417,P004,USB Flash Drive,$20
2025-05-12,418,P010,External Hard Drive,$100
2025-05-12,419,P010,External Hard Drive,$100
2025-05-12,420,P004,USB Flash Drive,$20
2025-05-12,421,P001,Wireless Headphones,$100
2025-05-12,422,P002,Laptop Backpack,$60
2025-05-12,423,P001,Wireless Headphones,$100
2025-05-12,424,P010,External Hard Drive,$100
2025-05-12,425,P007,Laptop Stand,$40
2025-05-12,426,P008,HDMI Cable,$15
2025-05-12,427,P006,Wireless Mouse,$30
2025-05-12,428,P005,Mobile Phone Case,$15
2025-05-12,429,P003,Bluetooth Speaker,$50
2025-05-12,430,P001,Wireless Headphones,$100
2025-05-12,431,P001,Wireless Headphones,$100
2025-05-12,432,P009,Smartphone,$600
2025-05-12,433,P005,Mobile Phone Case,$15
2025-05-12,434,P006,Wireless Mouse,$30
2025-05-12,435,P001,Wireless Headphones,$100
2025-05-12,436,P001,Wireless Headphones,$100
2025-05-12,437,P001,Wireless Headphones,$100
2025-05-12,438,P003,Bluetooth Speaker,$50
2025-05-12,439,P001,Wireless Headphones,$100
2025-05-12,440,P004,USB Flash Drive,$20
2025-05-12,441,P003,Bluetooth Speaker,$50
2025-05-12,442,P004,USB Flash Drive,$20
2025-05-12,443,P001,Wireless Headphones,$100
2025-05-12,444,P002,Laptop Backpack,$60
2025-05-12,445,P003,Bluetooth Speaker,$50
2025-05-12,446,P006,Wireless Mouse,$30
2025-05-12,447,P003,Bluetooth Speaker,$50
2025-05-12,448,P001,Wireless Headphones,$100
2025-05-12,449,P004,USB Flash Drive,$20
2025-05-12,450,P001,Wireless Headphones,$100
2025-05-12,451,P006,Wireless Mouse,$30
2025-05-12,452,P003,Bluetooth Speaker,$50
2025-05-12,453,P003,Bluetooth Speaker,$50
2025-05-12,454,P001,Wireless Headphones,$100
2025-05-12,455,P001,Wireless Headphones,$100
2025-05-12,456,P001,Wireless Headphones,$100
2025-05-12,457,P004,USB Flash Drive,$20
2025-05-12,458,P008,HDMI Cable,$15
2025-05-12,459,P001,Wireless Headphones,$100
2025-05-12,460,P003,Bluetooth Speaker,$50
2025-05-12,461,P009,Smartphone,$600
2025-05-12,462,P006,Wireless Mouse,$30
2025-05-12,463,P010,External Hard Drive,$100
2025-05-12,464,P010,External Hard Drive,$100
2025-05-12,465,P004,USB Flash Drive,$20
2025-05-12,466,P006,Wireless Mouse,$30
2025-05-12,467,P006,Wireless Mouse,$30
2025-05-12,468,P001,Wireless Headphones,$100
2025-05-12,469,P004,USB Flash Drive,$20
2025-05-12,470,P008,HDMI Cable,$15
2025-05-12,471,P001,Wireless Headphones,$100
2025-05-12,472,P006,Wireless Mouse,$30
2025-05-12,473,P006,Wireless Mouse,$30
2025-05-12,474,P008,HDMI Cable,$15
2025-05-12,475,P001,Wireless Headphones,$100
2025-05-12,476,P001,Wireless Headphones,$100
2025-05-12,477,P002,Laptop Backpack,$60
2025-05-12,478,P001,Wireless Headphones,$100
2025-05-12,479,P001,Wireless Headphones,$100
2025-05-12,480,P008,HDMI Cable,$15
2025-05-12,481,P010,External Hard Drive,$100
2025-05-12,482,P001,Wireless Headphones,$100
2025-05-12,483,P008,HDMI Cable,$15
2025-05-12,484,P010,External Hard Drive,$100
2025-05-12,485,P010,External Hard Drive,$100
2025-05-12,486,P005,Mobile Phone Case,$15
2025-05-12,487,P008,HDMI Cable,$15
2025-05-12,488,P004,USB Flash Drive,$20
2025-05-12,489,P003,Bluetooth Speaker,$50
2025-05-12,490,P004,USB Flash Drive,$20
2025-05-12,491,P005,Mobile Phone Case,$15
2025-05-12,492,P004,USB Flash Drive,$20
2025-05-12,493,P009,Smartphone,$600
2025-05-12,494,P006,Wireless Mouse,$30
2025-05-12,495,P007,Laptop Stand,$40
2025-05-12,496,P009,Smartphone,$600
2025-05-12,497,P004,USB Flash Drive,$20
2025-05-12,498,P006,Wireless Mouse,$30
2025-05-12,499,P001,Wireless Headphones,$100
2025-05-12,500,P001,Wireless Headphones,$100
2025-05-12,501,P006,Wireless Mouse,$30
2025-05-12,502,P002,Laptop Backpack,$60
2025-05-12,503,P004,USB Flash Drive,$20
2025-05-12,504,P001,Wireless Headphones,$100
2025-05-12,505,P004,USB Flash Drive,$20
2025-05-12,506,P010,External Hard Drive,$100
2025-05-12,507,P003,Bluetooth Speaker,$50
2025-05-12,508,P001,Wireless Headphones,$100
2025-05-12,509,P006,Wireless Mouse,$30
2025-05-12,510,P004,USB Flash Drive,$20
2025-05-12,511,P009,Smartphone,$600
2025-05-12,512,P004,USB Flash Drive,$20
2025-05-12,513,P006,Wireless Mouse,$30
2025-05-12,514,P010,External Hard Drive,$100
2025-05-12,515,P001,Wireless Headphones,$100
2025-05-12,516,P006,Wireless Mouse,$30
2025-05-12,517,P010,External Hard Drive,$100
2025-05-12,518,P006,Wireless Mouse,$30
2025-05-12,519,P006,Wireless Mouse,$30
2025-05-12,520,P001,Wireless Headphones,$100
2025-05-12,521,P001,Wireless Headphones,$100
2025-05-12,522,P003,Bluetooth Speaker,$50
2025-05-12,523,P002,Laptop Backpack,$60
2025-05-12,524,P001,Wireless Headphones,$100
2025-05-12,525,P003,Bluetooth Speaker,$50
2025-05-12,526,P003,Bluetooth Speaker,$50
2025-05-12,527,P006,Wireless Mouse,$30
2025-05-12,528,P001,Wireless Headphones,$100
2025-05-12,529,P006,Wireless Mouse,$30
2025-05-12,530,P008,HDMI Cable,$15
2025-05-12,531,P010,External Hard Drive,$100
2025-05-12,532,P004,USB Flash Drive,$20
2025-05-12,533,P003,Bluetooth Speaker,$50
2025-05-12,534,P001,Wireless Headphones,$100
2025-05-12,535,P008,HDMI Cable,$15
2025-05-12,536,P004,USB Flash Drive,$20
2025-05-12,537,P006,Wireless Mouse,$30
2025-05-12,538,P001,Wireless Headphones,$100
2025-05-12,539,P003,Bluetooth Speaker,$50
2025-05-12,540,P002,Laptop Backpack,$60
2025-05-12,541,P001,Wireless Headphones,$100
2025-05-12,542,P010,External Hard Drive,$100
2025-05-12,543,P002,Laptop Backpack,$60
2025-05-12,544,P006,Wireless Mouse,$30
2025-05-12,545,P002,Laptop Backpack,$60
2025-05-12,546,P008,HDMI Cable,$15
2025-05-12,547,P002,Laptop Backpack,$60
2025-05-12,548,P001,Wireless Headphones,$100
2025-05-12,549,P003,Bluetooth Speaker,$50
2025-05-12,550,P005,Mobile Phone Case,$15
2025-05-12,551,P002,Laptop Backpack,$60
2025-05-12,552,P002,Laptop Backpack,$60
2025-05-12,553,P006,Wireless Mouse,$30
2025-05-12,554,P007,Laptop Stand,$40
2025-05-12,555,P001,Wireless Headphones,$100
2025-05-12,556,P004,USB Flash Drive,$20
2025-05-12,557,P010,External Hard Drive,$100
2025-05-12,558,P006,Wireless Mouse,$30
2025-05-12,559,P005,Mobile Phone Case,$15
2025-05-12,560,P002,Laptop Backpack,$60
2025-05-12,561,P004,USB Flash Drive,$20
2025-05-12,562,P007,Laptop Stand,$40
2025-05-12,563,P006,Wireless Mouse,$30
2025-05-12,564,P001,Wireless Headphones,$100
2025-05-12,565,P010,External Hard Drive,$100
2025-05-12,566,P001,Wireless Headphones,$100
2025-05-12,567,P002,Laptop Backpack,$60
2025-05-12,568,P008,HDMI Cable,$15
2025-05-12,569,P006,Wireless Mouse,$30
2025-05-12,570,P001,Wireless Headphones,$100
2025-05-12,571,P006,Wireless Mouse,$30
2025-05-12,572,P004,USB Flash Drive,$20
2025-05-12,573,P010,External Hard Drive,$100
2025-05-12,574,P010,External Hard Drive,$100
2025-05-12,575,P008,HDMI Cable,$15
2025-05-12,576,P008,HDMI Cable,$15
2025-05-12,577,P007,Laptop Stand,$40
2025-05-12,578,P004,USB Flash Drive,$20
2025-05-12,579,P007,Laptop Stand,$40
2025-05-12,580,P001,Wireless Headphones,$100
2025-05-12,581,P006,Wireless Mouse,$30
2025-05-12,582,P004,USB Flash Drive,$20
2025-05-12,583,P010,External Hard Drive,$100
2025-05-12,584,P010,External Hard Drive,$100
